# format: as|source|type
# date: 20150802
# name: as2type
# exe: type-convert-amogh.pl
# files: /project/as2org/20150801/asclass/exp-sets/20150801.merged.class.txt
# types: Content|Enterprise|Transit/Access
58028|CAIDA_class|Enterprise
58030|CAIDA_class|Enterprise
58031|CAIDA_class|Enterprise
58032|peerDB_class|Enterprise
58034|CAIDA_class|Enterprise
58035|CAIDA_class|Enterprise
58036|CAIDA_class|Enterprise
58037|CAIDA_class|Transit/Access
58038|CAIDA_class|Enterprise
58039|CAIDA_class|Enterprise
58042|CAIDA_class|Transit/Access
58043|CAIDA_class|Enterprise
58044|CAIDA_class|Transit/Access
58045|CAIDA_class|Content
58046|CAIDA_class|Transit/Access
58047|CAIDA_class|Enterprise
58048|CAIDA_class|Enterprise
58051|CAIDA_class|Enterprise
58054|CAIDA_class|Transit/Access
58055|CAIDA_class|Transit/Access
58056|CAIDA_class|Transit/Access
58057|CAIDA_class|Transit/Access
58058|CAIDA_class|Enterprise
58060|CAIDA_class|Enterprise
58061|CAIDA_class|Enterprise
58062|CAIDA_class|Enterprise
58063|CAIDA_class|Enterprise
58064|CAIDA_class|Enterprise
58065|CAIDA_class|Enterprise
58066|CAIDA_class|Enterprise
58067|CAIDA_class|Transit/Access
58072|CAIDA_class|Enterprise
58073|peerDB_class|Content
58074|CAIDA_class|Enterprise
58075|CAIDA_class|Transit/Access
58076|CAIDA_class|Transit/Access
58077|CAIDA_class|Enterprise
58078|CAIDA_class|Enterprise
58079|CAIDA_class|Transit/Access
58081|CAIDA_class|Transit/Access
58082|CAIDA_class|Enterprise
58083|CAIDA_class|Enterprise
58084|CAIDA_class|Enterprise
58085|CAIDA_class|Transit/Access
58086|CAIDA_class|Enterprise
58087|CAIDA_class|Transit/Access
58088|CAIDA_class|Transit/Access
58090|CAIDA_class|Enterprise
58091|CAIDA_class|Enterprise
58092|CAIDA_class|Enterprise
58093|CAIDA_class|Enterprise
58094|CAIDA_class|Enterprise
58095|CAIDA_class|Enterprise
58097|CAIDA_class|Enterprise
58098|CAIDA_class|Transit/Access
58100|CAIDA_class|Enterprise
58102|CAIDA_class|Enterprise
58103|CAIDA_class|Enterprise
58104|CAIDA_class|Enterprise
58105|CAIDA_class|Enterprise
58106|CAIDA_class|Enterprise
58107|CAIDA_class|Enterprise
58108|CAIDA_class|Enterprise
58109|CAIDA_class|Enterprise
58112|CAIDA_class|Enterprise
58113|CAIDA_class|Transit/Access
58114|CAIDA_class|Enterprise
58115|CAIDA_class|Transit/Access
58116|CAIDA_class|Enterprise
58118|CAIDA_class|Transit/Access
58121|CAIDA_class|Transit/Access
58122|CAIDA_class|Enterprise
58124|CAIDA_class|Enterprise
58125|CAIDA_class|Enterprise
58127|CAIDA_class|Transit/Access
58128|CAIDA_class|Transit/Access
58129|CAIDA_class|Enterprise
58130|CAIDA_class|Transit/Access
58131|CAIDA_class|Enterprise
58132|CAIDA_class|Transit/Access
58133|CAIDA_class|Enterprise
58134|CAIDA_class|Transit/Access
58135|CAIDA_class|Enterprise
58136|CAIDA_class|Transit/Access
58137|CAIDA_class|Enterprise
58138|peerDB_class|Content
58139|CAIDA_class|Enterprise
58141|CAIDA_class|Enterprise
58142|CAIDA_class|Transit/Access
58143|CAIDA_class|Transit/Access
58144|CAIDA_class|Enterprise
58147|CAIDA_class|Enterprise
58148|CAIDA_class|Enterprise
58149|CAIDA_class|Enterprise
58151|CAIDA_class|Enterprise
58152|CAIDA_class|Transit/Access
58153|CAIDA_class|Enterprise
58154|CAIDA_class|Transit/Access
58155|CAIDA_class|Enterprise
58156|CAIDA_class|Enterprise
58157|CAIDA_class|Transit/Access
58158|CAIDA_class|Transit/Access
58161|CAIDA_class|Enterprise
58162|CAIDA_class|Enterprise
58163|CAIDA_class|Enterprise
58164|CAIDA_class|Transit/Access
58166|CAIDA_class|Enterprise
58167|CAIDA_class|Transit/Access
58169|CAIDA_class|Enterprise
58170|CAIDA_class|Enterprise
58173|CAIDA_class|Transit/Access
58174|CAIDA_class|Enterprise
58175|CAIDA_class|Enterprise
58177|CAIDA_class|Enterprise
58178|CAIDA_class|Enterprise
58179|CAIDA_class|Enterprise
58180|CAIDA_class|Enterprise
58182|CAIDA_class|Enterprise
58183|CAIDA_class|Enterprise
58184|CAIDA_class|Enterprise
58185|CAIDA_class|Enterprise
58186|CAIDA_class|Enterprise
58187|CAIDA_class|Enterprise
58188|CAIDA_class|Enterprise
58189|CAIDA_class|Transit/Access
58190|CAIDA_class|Enterprise
58191|CAIDA_class|Enterprise
58194|CAIDA_class|Enterprise
58195|CAIDA_class|Enterprise
58196|CAIDA_class|Enterprise
58197|CAIDA_class|Enterprise
58199|CAIDA_class|Enterprise
58203|CAIDA_class|Enterprise
58204|CAIDA_class|Enterprise
58208|CAIDA_class|Transit/Access
58209|peerDB_class|Content
58210|CAIDA_class|Enterprise
58211|CAIDA_class|Transit/Access
58213|CAIDA_class|Enterprise
58215|CAIDA_class|Enterprise
58216|CAIDA_class|Enterprise
58217|CAIDA_class|Enterprise
58218|CAIDA_class|Enterprise
58219|CAIDA_class|Transit/Access
58221|CAIDA_class|Transit/Access
58223|CAIDA_class|Transit/Access
58224|CAIDA_class|Transit/Access
58225|CAIDA_class|Enterprise
58226|CAIDA_class|Enterprise
58227|CAIDA_class|Enterprise
58228|CAIDA_class|Enterprise
58229|CAIDA_class|Enterprise
58230|CAIDA_class|Transit/Access
58231|CAIDA_class|Enterprise
58232|CAIDA_class|Enterprise
58233|CAIDA_class|Transit/Access
58234|CAIDA_class|Enterprise
58235|CAIDA_class|Enterprise
58237|CAIDA_class|Transit/Access
58238|CAIDA_class|Enterprise
58239|CAIDA_class|Transit/Access
58240|CAIDA_class|Enterprise
58241|CAIDA_class|Enterprise
58242|CAIDA_class|Enterprise
58243|peerDB_class|Transit/Access
58244|CAIDA_class|Enterprise
58245|CAIDA_class|Enterprise
58246|CAIDA_class|Transit/Access
58247|CAIDA_class|Enterprise
58249|CAIDA_class|Transit/Access
58251|CAIDA_class|Enterprise
58252|CAIDA_class|Enterprise
58254|CAIDA_class|Transit/Access
58256|CAIDA_class|Transit/Access
58257|CAIDA_class|Enterprise
58258|CAIDA_class|Enterprise
58260|CAIDA_class|Enterprise
58261|CAIDA_class|Transit/Access
58262|CAIDA_class|Content
58264|CAIDA_class|Transit/Access
58265|CAIDA_class|Enterprise
58266|CAIDA_class|Enterprise
58268|CAIDA_class|Enterprise
58269|CAIDA_class|Enterprise
58271|CAIDA_class|Transit/Access
58272|CAIDA_class|Transit/Access
58273|CAIDA_class|Transit/Access
58275|CAIDA_class|Enterprise
58276|CAIDA_class|Enterprise
58277|CAIDA_class|Content
58278|CAIDA_class|Enterprise
58279|CAIDA_class|Enterprise
58280|CAIDA_class|Enterprise
58281|CAIDA_class|Enterprise
58282|CAIDA_class|Transit/Access
58283|CAIDA_class|Transit/Access
58284|CAIDA_class|Enterprise
58285|CAIDA_class|Transit/Access
58287|CAIDA_class|Enterprise
58288|CAIDA_class|Transit/Access
58289|CAIDA_class|Enterprise
58290|CAIDA_class|Enterprise
58291|peerDB_class|Content
58292|CAIDA_class|Enterprise
58293|CAIDA_class|Transit/Access
58295|CAIDA_class|Enterprise
58297|CAIDA_class|Transit/Access
58298|CAIDA_class|Enterprise
58299|CAIDA_class|Enterprise
58301|CAIDA_class|Enterprise
58302|CAIDA_class|Transit/Access
58303|CAIDA_class|Transit/Access
58304|CAIDA_class|Enterprise
58305|peerDB_class|Content
58306|CAIDA_class|Enterprise
58307|peerDB_class|Transit/Access
58308|peerDB_class|Content
58309|CAIDA_class|Transit/Access
58310|CAIDA_class|Enterprise
58311|CAIDA_class|Enterprise
58313|CAIDA_class|Transit/Access
58314|CAIDA_class|Transit/Access
58316|CAIDA_class|Enterprise
58318|CAIDA_class|Enterprise
58319|CAIDA_class|Enterprise
58320|CAIDA_class|Enterprise
58321|peerDB_class|Transit/Access
58322|CAIDA_class|Transit/Access
58323|CAIDA_class|Enterprise
58324|CAIDA_class|Transit/Access
58326|CAIDA_class|Enterprise
58327|CAIDA_class|Transit/Access
58328|CAIDA_class|Transit/Access
58329|peerDB_class|Content
58330|CAIDA_class|Enterprise
58331|CAIDA_class|Transit/Access
58332|CAIDA_class|Transit/Access
58333|CAIDA_class|Enterprise
58334|CAIDA_class|Enterprise
58335|CAIDA_class|Transit/Access
58336|CAIDA_class|Transit/Access
58337|CAIDA_class|Enterprise
58338|CAIDA_class|Enterprise
58341|CAIDA_class|Enterprise
58342|CAIDA_class|Enterprise
58343|CAIDA_class|Transit/Access
58344|CAIDA_class|Transit/Access
58345|CAIDA_class|Transit/Access
58346|CAIDA_class|Enterprise
58347|CAIDA_class|Enterprise
58350|CAIDA_class|Transit/Access
58366|CAIDA_class|Enterprise
58369|CAIDA_class|Transit/Access
58371|CAIDA_class|Enterprise
58372|CAIDA_class|Enterprise
58373|CAIDA_class|Transit/Access
58374|CAIDA_class|Transit/Access
58375|CAIDA_class|Enterprise
58376|CAIDA_class|Content
58377|CAIDA_class|Content
58379|CAIDA_class|Enterprise
58380|CAIDA_class|Enterprise
58381|peerDB_class|Content
58383|CAIDA_class|Enterprise
58384|CAIDA_class|Transit/Access
58385|CAIDA_class|Enterprise
58387|CAIDA_class|Enterprise
58389|peerDB_class|Transit/Access
58390|CAIDA_class|Enterprise
58391|CAIDA_class|Enterprise
58392|CAIDA_class|Enterprise
58394|CAIDA_class|Enterprise
58395|CAIDA_class|Transit/Access
58396|CAIDA_class|Enterprise
58397|CAIDA_class|Content
58398|CAIDA_class|Enterprise
58399|CAIDA_class|Enterprise
58400|CAIDA_class|Transit/Access
58401|CAIDA_class|Enterprise
58402|CAIDA_class|Enterprise
58403|CAIDA_class|Enterprise
58404|peerDB_class|Content
58405|CAIDA_class|Transit/Access
58406|CAIDA_class|Enterprise
58407|CAIDA_class|Transit/Access
58408|CAIDA_class|Transit/Access
58409|CAIDA_class|Enterprise
58411|CAIDA_class|Enterprise
58414|CAIDA_class|Enterprise
58418|CAIDA_class|Enterprise
58419|CAIDA_class|Enterprise
58421|CAIDA_class|Transit/Access
58422|CAIDA_class|Enterprise
58424|CAIDA_class|Transit/Access
58425|CAIDA_class|Enterprise
58426|CAIDA_class|Enterprise
58427|CAIDA_class|Enterprise
58428|CAIDA_class|Enterprise
58429|CAIDA_class|Enterprise
58430|CAIDA_class|Enterprise
58431|CAIDA_class|Enterprise
58432|CAIDA_class|Enterprise
58433|CAIDA_class|Enterprise
58434|CAIDA_class|Transit/Access
58436|peerDB_class|Enterprise
58437|CAIDA_class|Enterprise
58438|CAIDA_class|Transit/Access
58439|CAIDA_class|Transit/Access
58440|CAIDA_class|Enterprise
58441|CAIDA_class|Transit/Access
58442|CAIDA_class|Enterprise
58443|peerDB_class|Transit/Access
58444|CAIDA_class|Transit/Access
58445|CAIDA_class|Enterprise
58446|CAIDA_class|Enterprise
58447|CAIDA_class|Transit/Access
58448|CAIDA_class|Enterprise
58449|CAIDA_class|Enterprise
58451|peerDB_class|Transit/Access
58453|peerDB_class|Transit/Access
58456|CAIDA_class|Enterprise
58457|CAIDA_class|Enterprise
58460|CAIDA_class|Transit/Access
58461|CAIDA_class|Transit/Access
58462|CAIDA_class|Enterprise
58463|CAIDA_class|Enterprise
58464|peerDB_class|Transit/Access
58465|CAIDA_class|Enterprise
58466|CAIDA_class|Content
58467|CAIDA_class|Enterprise
58468|CAIDA_class|Enterprise
58470|CAIDA_class|Enterprise
58471|CAIDA_class|Enterprise
58473|peerDB_class|Content
58474|CAIDA_class|Transit/Access
58475|CAIDA_class|Enterprise
58476|CAIDA_class|Enterprise
58477|CAIDA_class|Content
58478|CAIDA_class|Transit/Access
58479|CAIDA_class|Enterprise
58480|CAIDA_class|Enterprise
58481|CAIDA_class|Enterprise
58482|CAIDA_class|Transit/Access
58485|CAIDA_class|Transit/Access
58486|CAIDA_class|Transit/Access
58487|CAIDA_class|Content
58488|CAIDA_class|Enterprise
58489|CAIDA_class|Enterprise
58490|CAIDA_class|Transit/Access
58492|CAIDA_class|Enterprise
58493|CAIDA_class|Enterprise
58495|CAIDA_class|Transit/Access
58498|CAIDA_class|Enterprise
58499|CAIDA_class|Enterprise
58503|CAIDA_class|Transit/Access
58504|CAIDA_class|Transit/Access
58505|CAIDA_class|Transit/Access
58506|CAIDA_class|Enterprise
58507|CAIDA_class|Transit/Access
58509|CAIDA_class|Transit/Access
58510|CAIDA_class|Enterprise
58511|peerDB_class|Transit/Access
58514|CAIDA_class|Transit/Access
58515|CAIDA_class|Enterprise
58516|CAIDA_class|Transit/Access
58517|CAIDA_class|Transit/Access
58518|CAIDA_class|Transit/Access
58519|CAIDA_class|Content
58520|CAIDA_class|Enterprise
58522|CAIDA_class|Enterprise
58523|CAIDA_class|Enterprise
58526|CAIDA_class|Enterprise
58527|CAIDA_class|Enterprise
58528|CAIDA_class|Transit/Access
58529|CAIDA_class|Content
58530|CAIDA_class|Transit/Access
58532|CAIDA_class|Transit/Access
58533|CAIDA_class|Enterprise
58536|CAIDA_class|Enterprise
58537|CAIDA_class|Enterprise
58539|CAIDA_class|Transit/Access
58540|CAIDA_class|Transit/Access
58541|CAIDA_class|Transit/Access
58542|CAIDA_class|Transit/Access
58543|CAIDA_class|Content
58544|CAIDA_class|Enterprise
58545|CAIDA_class|Enterprise
58549|CAIDA_class|Enterprise
58551|CAIDA_class|Transit/Access
58552|CAIDA_class|Enterprise
58553|CAIDA_class|Enterprise
58554|CAIDA_class|Enterprise
58556|CAIDA_class|Enterprise
58558|CAIDA_class|Content
58559|CAIDA_class|Transit/Access
58561|CAIDA_class|Enterprise
58562|CAIDA_class|Enterprise
58575|CAIDA_class|Enterprise
58576|CAIDA_class|Enterprise
58578|peerDB_class|Content
58579|CAIDA_class|Enterprise
58580|peerDB_class|Transit/Access
58581|CAIDA_class|Enterprise
58582|CAIDA_class|Enterprise
58583|CAIDA_class|Transit/Access
58584|CAIDA_class|Enterprise
58587|peerDB_class|Transit/Access
58589|CAIDA_class|Transit/Access
58590|CAIDA_class|Enterprise
58591|CAIDA_class|Transit/Access
58592|CAIDA_class|Enterprise
58593|CAIDA_class|Content
58594|CAIDA_class|Transit/Access
58597|CAIDA_class|Transit/Access
58598|CAIDA_class|Transit/Access
58599|peerDB_class|Transit/Access
58600|CAIDA_class|Transit/Access
58601|CAIDA_class|Transit/Access
58602|CAIDA_class|Enterprise
58604|CAIDA_class|Enterprise
58606|CAIDA_class|Enterprise
58609|CAIDA_class|Enterprise
58610|CAIDA_class|Transit/Access
58611|CAIDA_class|Transit/Access
58612|CAIDA_class|Enterprise
58615|CAIDA_class|Enterprise
58616|CAIDA_class|Enterprise
58617|CAIDA_class|Enterprise
58620|peerDB_class|Content
58621|peerDB_class|Content
58622|CAIDA_class|Enterprise
58623|CAIDA_class|Transit/Access
58624|CAIDA_class|Enterprise
58625|CAIDA_class|Transit/Access
58626|CAIDA_class|Enterprise
58627|CAIDA_class|Transit/Access
58629|CAIDA_class|Transit/Access
58630|CAIDA_class|Transit/Access
58631|CAIDA_class|Enterprise
58634|CAIDA_class|Enterprise
58635|CAIDA_class|Enterprise
58637|CAIDA_class|Enterprise
58640|CAIDA_class|Transit/Access
58641|CAIDA_class|Enterprise
58642|CAIDA_class|Enterprise
58644|CAIDA_class|Enterprise
58645|CAIDA_class|Enterprise
58647|CAIDA_class|Transit/Access
58648|CAIDA_class|Enterprise
58649|CAIDA_class|Enterprise
58650|CAIDA_class|Transit/Access
58651|CAIDA_class|Enterprise
58652|CAIDA_class|Enterprise
58653|CAIDA_class|Enterprise
58654|CAIDA_class|Enterprise
58656|peerDB_class|Transit/Access
58657|CAIDA_class|Enterprise
58659|CAIDA_class|Transit/Access
58662|CAIDA_class|Enterprise
58664|CAIDA_class|Enterprise
58665|CAIDA_class|Enterprise
58666|peerDB_class|Transit/Access
58667|CAIDA_class|Transit/Access
58668|CAIDA_class|Transit/Access
58670|CAIDA_class|Enterprise
58672|CAIDA_class|Transit/Access
58677|CAIDA_class|Enterprise
58678|peerDB_class|Transit/Access
58680|CAIDA_class|Enterprise
58681|CAIDA_class|Transit/Access
58682|peerDB_class|Transit/Access
58683|CAIDA_class|Content
58684|CAIDA_class|Enterprise
58685|CAIDA_class|Enterprise
58687|CAIDA_class|Enterprise
58688|CAIDA_class|Transit/Access
58689|CAIDA_class|Transit/Access
58690|CAIDA_class|Transit/Access
58691|peerDB_class|Transit/Access
58692|CAIDA_class|Transit/Access
58695|CAIDA_class|Enterprise
58696|CAIDA_class|Enterprise
58697|CAIDA_class|Transit/Access
58698|CAIDA_class|Transit/Access
58699|CAIDA_class|Transit/Access
58700|CAIDA_class|Enterprise
58701|CAIDA_class|Transit/Access
58702|CAIDA_class|Enterprise
58703|CAIDA_class|Enterprise
58704|peerDB_class|Transit/Access
58706|CAIDA_class|Enterprise
58707|CAIDA_class|Enterprise
58708|peerDB_class|Enterprise
58710|CAIDA_class|Transit/Access
58712|CAIDA_class|Enterprise
58713|CAIDA_class|Transit/Access
58714|CAIDA_class|Enterprise
58715|peerDB_class|Transit/Access
58717|CAIDA_class|Transit/Access
58718|CAIDA_class|Transit/Access
58722|CAIDA_class|Enterprise
58723|CAIDA_class|Enterprise
58725|CAIDA_class|Transit/Access
58726|CAIDA_class|Transit/Access
58729|CAIDA_class|Content
58730|CAIDA_class|Transit/Access
58731|CAIDA_class|Transit/Access
58732|CAIDA_class|Transit/Access
58733|CAIDA_class|Transit/Access
58734|CAIDA_class|Enterprise
58735|CAIDA_class|Enterprise
58736|CAIDA_class|Transit/Access
58737|CAIDA_class|Enterprise
58738|peerDB_class|Transit/Access
58739|CAIDA_class|Enterprise
58742|CAIDA_class|Enterprise
58744|CAIDA_class|Enterprise
58748|CAIDA_class|Enterprise
58749|CAIDA_class|Enterprise
58750|CAIDA_class|Enterprise
58752|CAIDA_class|Enterprise
58754|CAIDA_class|Transit/Access
58755|CAIDA_class|Enterprise
58757|CAIDA_class|Transit/Access
58759|CAIDA_class|Enterprise
58760|CAIDA_class|Enterprise
58761|CAIDA_class|Enterprise
58762|CAIDA_class|Transit/Access
58766|CAIDA_class|Transit/Access
58768|CAIDA_class|Transit/Access
58779|peerDB_class|Transit/Access
58780|CAIDA_class|Transit/Access
58782|CAIDA_class|Transit/Access
58784|CAIDA_class|Enterprise
58785|CAIDA_class|Enterprise
58786|CAIDA_class|Enterprise
58788|CAIDA_class|Transit/Access
58789|CAIDA_class|Transit/Access
58791|CAIDA_class|Enterprise
58792|peerDB_class|Transit/Access
58793|peerDB_class|Transit/Access
58794|CAIDA_class|Transit/Access
58795|CAIDA_class|Enterprise
58796|CAIDA_class|Transit/Access
58797|CAIDA_class|Enterprise
58800|CAIDA_class|Enterprise
58803|CAIDA_class|Enterprise
58805|CAIDA_class|Enterprise
58807|CAIDA_class|Enterprise
58809|CAIDA_class|Enterprise
58811|CAIDA_class|Enterprise
58812|CAIDA_class|Enterprise
58813|CAIDA_class|Enterprise
58814|CAIDA_class|Enterprise
58815|CAIDA_class|Transit/Access
58816|CAIDA_class|Enterprise
58817|CAIDA_class|Transit/Access
58818|CAIDA_class|Transit/Access
58819|CAIDA_class|Enterprise
58820|peerDB_class|Content
58821|CAIDA_class|Enterprise
58822|CAIDA_class|Enterprise
58823|CAIDA_class|Enterprise
58824|CAIDA_class|Enterprise
58826|CAIDA_class|Enterprise
58841|CAIDA_class|Transit/Access
58844|CAIDA_class|Enterprise
58850|CAIDA_class|Enterprise
58854|CAIDA_class|Transit/Access
58856|CAIDA_class|Enterprise
58859|CAIDA_class|Transit/Access
58864|CAIDA_class|Transit/Access
58866|CAIDA_class|Enterprise
58868|CAIDA_class|Transit/Access
58869|CAIDA_class|Transit/Access
58872|CAIDA_class|Enterprise
58875|CAIDA_class|Enterprise
58876|CAIDA_class|Enterprise
58877|CAIDA_class|Transit/Access
58878|CAIDA_class|Enterprise
58879|CAIDA_class|Content
58880|CAIDA_class|Enterprise
58882|CAIDA_class|Transit/Access
58884|CAIDA_class|Enterprise
58885|peerDB_class|Content
58886|CAIDA_class|Enterprise
58887|CAIDA_class|Enterprise
58889|CAIDA_class|Transit/Access
58890|peerDB_class|Transit/Access
58892|CAIDA_class|Enterprise
58893|CAIDA_class|Transit/Access
58895|CAIDA_class|Transit/Access
58897|CAIDA_class|Enterprise
58898|CAIDA_class|Enterprise
58902|CAIDA_class|Enterprise
58904|CAIDA_class|Transit/Access
58906|CAIDA_class|Enterprise
58907|CAIDA_class|Enterprise
58909|CAIDA_class|Content
58910|peerDB_class|Transit/Access
58912|CAIDA_class|Enterprise
58913|CAIDA_class|Transit/Access
58914|CAIDA_class|Enterprise
58915|CAIDA_class|Transit/Access
58916|CAIDA_class|Enterprise
58917|CAIDA_class|Enterprise
58919|CAIDA_class|Enterprise
58920|CAIDA_class|Enterprise
58921|CAIDA_class|Enterprise
58922|CAIDA_class|Enterprise
58923|CAIDA_class|Transit/Access
58924|CAIDA_class|Enterprise
58926|CAIDA_class|Enterprise
58927|CAIDA_class|Content
58928|CAIDA_class|Enterprise
58929|CAIDA_class|Transit/Access
58931|CAIDA_class|Enterprise
58932|CAIDA_class|Transit/Access
58933|CAIDA_class|Transit/Access
58935|CAIDA_class|Enterprise
58936|CAIDA_class|Enterprise
58940|peerDB_class|Transit/Access
58941|CAIDA_class|Transit/Access
58942|CAIDA_class|Transit/Access
58943|CAIDA_class|Transit/Access
58944|CAIDA_class|Enterprise
58945|CAIDA_class|Transit/Access
58946|CAIDA_class|Enterprise
58947|CAIDA_class|Enterprise
58948|CAIDA_class|Enterprise
58949|CAIDA_class|Transit/Access
58950|CAIDA_class|Transit/Access
58951|CAIDA_class|Transit/Access
58952|CAIDA_class|Enterprise
58953|CAIDA_class|Transit/Access
58955|CAIDA_class|Content
58956|CAIDA_class|Enterprise
58958|CAIDA_class|Enterprise
58961|CAIDA_class|Transit/Access
58962|CAIDA_class|Transit/Access
58963|CAIDA_class|Enterprise
58964|CAIDA_class|Transit/Access
58965|CAIDA_class|Transit/Access
58966|CAIDA_class|Enterprise
58972|CAIDA_class|Enterprise
58973|CAIDA_class|Enterprise
58974|CAIDA_class|Enterprise
58975|CAIDA_class|Transit/Access
58976|CAIDA_class|Enterprise
58979|CAIDA_class|Transit/Access
58980|peerDB_class|Transit/Access
58982|CAIDA_class|Enterprise
58983|peerDB_class|Transit/Access
58984|CAIDA_class|Transit/Access
58985|CAIDA_class|Transit/Access
58986|CAIDA_class|Transit/Access
58988|CAIDA_class|Enterprise
58989|CAIDA_class|Transit/Access
58996|CAIDA_class|Transit/Access
58998|CAIDA_class|Transit/Access
59008|CAIDA_class|Transit/Access
59009|CAIDA_class|Transit/Access
59010|CAIDA_class|Transit/Access
59019|CAIDA_class|Enterprise
59023|CAIDA_class|Enterprise
59029|CAIDA_class|Transit/Access
59035|CAIDA_class|Enterprise
59037|CAIDA_class|Transit/Access
59049|CAIDA_class|Enterprise
59050|CAIDA_class|Transit/Access
59065|CAIDA_class|Enterprise
59073|CAIDA_class|Enterprise
59074|CAIDA_class|Transit/Access
59077|CAIDA_class|Transit/Access
59089|CAIDA_class|Transit/Access
59091|CAIDA_class|Enterprise
59092|CAIDA_class|Enterprise
59093|CAIDA_class|Enterprise
59094|CAIDA_class|Transit/Access
59095|CAIDA_class|Enterprise
59096|CAIDA_class|Enterprise
59097|CAIDA_class|Transit/Access
59098|CAIDA_class|Enterprise
59102|peerDB_class|Transit/Access
59103|CAIDA_class|Enterprise
59104|CAIDA_class|Enterprise
59105|CAIDA_class|Enterprise
59107|CAIDA_class|Enterprise
59108|CAIDA_class|Transit/Access
59109|CAIDA_class|Transit/Access
59110|CAIDA_class|Enterprise
59111|CAIDA_class|Enterprise
59112|peerDB_class|Transit/Access
59131|CAIDA_class|Enterprise
59132|CAIDA_class|Enterprise
59133|CAIDA_class|Enterprise
59134|CAIDA_class|Enterprise
59135|CAIDA_class|Enterprise
59136|CAIDA_class|Enterprise
59138|CAIDA_class|Transit/Access
59139|CAIDA_class|Transit/Access
59141|CAIDA_class|Transit/Access
59142|CAIDA_class|Enterprise
59143|CAIDA_class|Enterprise
59144|CAIDA_class|Enterprise
59146|CAIDA_class|Enterprise
59147|CAIDA_class|Content
59148|CAIDA_class|Transit/Access
59149|CAIDA_class|Transit/Access
59151|CAIDA_class|Enterprise
59155|CAIDA_class|Enterprise
59156|CAIDA_class|Transit/Access
59158|CAIDA_class|Enterprise
59159|CAIDA_class|Transit/Access
59160|CAIDA_class|Enterprise
59161|CAIDA_class|Enterprise
59162|CAIDA_class|Transit/Access
59164|peerDB_class|Transit/Access
59165|CAIDA_class|Transit/Access
59166|CAIDA_class|Enterprise
59169|CAIDA_class|Enterprise
59170|CAIDA_class|Transit/Access
59171|CAIDA_class|Enterprise
59172|peerDB_class|Transit/Access
59179|CAIDA_class|Enterprise
59181|CAIDA_class|Enterprise
59193|CAIDA_class|Enterprise
59195|CAIDA_class|Enterprise
59196|CAIDA_class|Enterprise
59203|CAIDA_class|Transit/Access
59204|CAIDA_class|Enterprise
59206|CAIDA_class|Transit/Access
59207|CAIDA_class|Enterprise
59209|CAIDA_class|Transit/Access
59212|CAIDA_class|Enterprise
59213|CAIDA_class|Transit/Access
59214|CAIDA_class|Content
59215|CAIDA_class|Transit/Access
59216|CAIDA_class|Transit/Access
59217|CAIDA_class|Transit/Access
59219|CAIDA_class|Enterprise
59221|CAIDA_class|Enterprise
59234|CAIDA_class|Enterprise
59235|CAIDA_class|Enterprise
59236|CAIDA_class|Transit/Access
59237|CAIDA_class|Transit/Access
59241|CAIDA_class|Enterprise
59242|CAIDA_class|Enterprise
59243|CAIDA_class|Enterprise
59244|CAIDA_class|Transit/Access
59246|CAIDA_class|Enterprise
59247|CAIDA_class|Enterprise
59248|CAIDA_class|Enterprise
59249|CAIDA_class|Enterprise
59252|CAIDA_class|Enterprise
59253|CAIDA_class|Content
59255|CAIDA_class|Transit/Access
59256|CAIDA_class|Enterprise
59257|CAIDA_class|Transit/Access
59258|CAIDA_class|Enterprise
59261|CAIDA_class|Enterprise
59262|CAIDA_class|Enterprise
59263|CAIDA_class|Enterprise
59267|CAIDA_class|Enterprise
59268|CAIDA_class|Enterprise
59270|CAIDA_class|Enterprise
59271|CAIDA_class|Enterprise
59272|CAIDA_class|Enterprise
59273|CAIDA_class|Enterprise
59275|CAIDA_class|Enterprise
59276|CAIDA_class|Enterprise
59277|CAIDA_class|Transit/Access
59278|CAIDA_class|Enterprise
59279|CAIDA_class|Transit/Access
59280|CAIDA_class|Enterprise
59282|CAIDA_class|Enterprise
59285|CAIDA_class|Enterprise
59287|CAIDA_class|Enterprise
59288|CAIDA_class|Enterprise
59289|CAIDA_class|Enterprise
59292|CAIDA_class|Enterprise
59315|CAIDA_class|Transit/Access
59316|CAIDA_class|Transit/Access
59317|CAIDA_class|Enterprise
59318|peerDB_class|Transit/Access
59320|CAIDA_class|Enterprise
59321|CAIDA_class|Enterprise
59322|CAIDA_class|Enterprise
59323|CAIDA_class|Enterprise
59324|CAIDA_class|Transit/Access
59325|peerDB_class|Transit/Access
59326|CAIDA_class|Enterprise
59327|CAIDA_class|Transit/Access
59330|CAIDA_class|Enterprise
59332|CAIDA_class|Transit/Access
59334|CAIDA_class|Enterprise
59335|CAIDA_class|Enterprise
59337|CAIDA_class|Transit/Access
59339|CAIDA_class|Enterprise
59340|CAIDA_class|Enterprise
59341|CAIDA_class|Enterprise
59342|CAIDA_class|Transit/Access
59343|CAIDA_class|Enterprise
59346|CAIDA_class|Enterprise
59347|CAIDA_class|Transit/Access
59348|CAIDA_class|Enterprise
59349|CAIDA_class|Enterprise
59352|CAIDA_class|Enterprise
59353|CAIDA_class|Enterprise
59354|CAIDA_class|Enterprise
